id,n,density,runtime_exact,runtime_mcmc,err_approx_exp_lpom,err_approx_exp_glpom,err_approx_exp_loof1,err_approx_exp_loof2,err_approx_exp_mcmc,err_approx_rel_it1,err_approx_rel_it5,err_approx_rel_it10,err_approx_rel_it15,err_approx_rel_mcmc,rtime_approx_exp_lpom,rtime_approx_exp_glpom,rtime_approx_exp_loof1,rtime_approx_exp_loof2,rtime_approx_rel_it1,rtime_approx_rel_it5,rtime_approx_rel_it10,rtime_approx_rel_it15,dgraph6
1344,15,0.8761904761904763,0.012999999999919964,0.5650000000000546,0.33470085470085437,0.04410256410256411,0.12122330183375908,0.08733507304168124,0.06245224568483844,0.02312930975527928,0.007237559338141622,0.007244746922563488,0.007244872154530308,0.005240552934604502,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,0,0,9.999999999763531e-4,0,&NV~w~~@~w^~@~wF~?Bw?V?Bw?^??w?B??W?@???
1345,15,0.9809523809523809,0.012999999999919964,0.15399999999999636,0.11047619047619046,0,0.019753086419753086,0.013965341488277246,0.05200887728805691,0.004609053497942387,0.0014397503739725305,0.0014405459063384397,0.0014405791018490706,0.003467258485870501,9.999999999763531e-4,0,9.999999999763531e-4,9.999999999763531e-4,0,0,0,0,&NF~x~~F~w^~@~wF~?^w@~?Fw?^?@w?F??W?@???
1346,15,0.9142857142857144,0.013000000000147338,0.45699999999987995,0.43399267399267416,0.02666666666666684,0.07289732236980831,0.06619587536282596,0.0703515896237936,0.02087003001917613,0.006549593583149413,0.006551072138512966,0.00655155650394052,0.005917448924403008,0,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,0,0,9.999999999763531e-4,0,&N^~x^~B~w^~@~wF~?^w@~?Fw?V??w?A????????
1347,15,0.9904761904761905,0.012999999999919964,0.12599999999997635,0.03999999999999997,0,0,0,0.03936249899177777,0,0,0,0,0.002624166599451778,9.999999999763531e-4,0,9.999999999763531e-4,9.999999999763531e-4,0,0,0,0,&N^~x~~B~w^~@~wF~?^w@~?Fw?^?@w?F??W?@???
1348,15,0.7142857142857143,0.013999999999896318,0.77800000000002,0.6232608606621964,0.20213774925068162,0.20600679877787173,0.17415657906913626,0.0808221728377901,0.10633133588635682,0.029476766387264517,0.028432419983883683,0.028360809455179666,0.007306355444248968,9.999999999763531e-4,0,9.999999999763531e-4,0.0019999999999527063,9.999999999763531e-4,0,9.999999999763531e-4,0,&N^~x~~Azw^~?zw?N?Ig?Z????Z????B??G?@???
1349,15,0.9238095238095239,0.012999999999919964,0.3930000000000291,0.1990964590964592,0.02222222222222238,0.06840742093939044,0.07011695937942489,0.0752111934346359,0.0178161322747853,0.008207686796129526,0.008209312627862248,0.00820932658383474,0.00583960448329831,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,0,0,0,0,&N^~x~~F~wN~?^wF~?^w?^?Fw?B?@w?F??W?@???
1350,15,0.06666666666666667,0.041999999999916326,1.2559999999998581,0.2666666666666694,0.1666666666666701,0.31567099567099427,0.30307214799778376,0.13994172573858588,0.25871540804874005,0.08574706777092506,0.03631323737774366,0.02572464751230862,0.013896873231800938,9.999999999763531e-4,9.999999999763531e-4,0.0019999999999527063,9.999999999763531e-4,0,0,9.999999999763531e-4,0,&N??G?@?_G?????????G??????G???????O?????
1351,15,0.7904761904761904,0.012999999999919964,0.8140000000000782,0.547351907351907,0.12947570947570944,0.09734869063919636,0.0987556132009051,0.07972734074587468,0.07064556004882205,0.020998033608440055,0.02041597027443658,0.020394250863675276,0.006597020993382474,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,0,0.0010000000002037268,0,&NB~wFvF~w^~?^w@v?]w@v?Ew?V??g?D????@???
1352,15,0.5142857142857143,0.013999999999896318,0.9759999999998854,0.9168678852361296,0.28134751165147875,0.22377681010092582,0.2613087965202773,0.06262084694307803,0.22303144089691876,0.04976855637798911,0.04734357305325111,0.047159840133252695,0.006544863747800481,0.0010000000002037268,9.999999999763531e-4,0.0010000000002037268,0.0010000000002037268,0,0,0,0,&NR~w\v@IWB~?IW?O?Cg@^?A??D????B????@???
1353,15,0.5809523809523809,0.015000000000100044,0.9300000000000637,1.1173347602392694,0.25484114274565234,0.2710094165616668,0.25674492334758175,0.06700461304427878,0.18115785273663462,0.039375660603006755,0.03549959109126506,0.03502277342706402,0.008272839619793334,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,9.999999999763531e-4,0,9.999999999763531e-4,0,9.999999999763531e-4,&NQ^wP~E~wV~?Nw?@?Ww????_?Z?@W??????@???
